Method,Power,Sample Size,Avg Error,Avg Time,Variance,Avg Percent Error,Estimates
Importance Sampling,2,4000,9796.65,60.660662579536435,167135365.64749998,0.006077288602428025,"1606530.0, 1617890.0, 1614826.0, 1590026.0, 1610018.0, 1612739.0, 1601899.0, 1633620.0, 1606870.0, 1598869.0, 1634571.0, 1617237.0, 1580557.0, 1620691.0, 1618221.0, 1611836.0, 1619314.0, 1610183.0, 1628710.0, 1618922.0"
Importance Sampling (Submatrix Method),1,5,1879545.75,0.005730557441711426,3492488815210.6875,1.1659640759052363,"0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 8574735.0, 0.0, 0.0, 0.0"
Importance Sampling (Submatrix Method),1,100,379340.4,0.03335099220275879,201537604001.96,0.23532136897413788,"1690756.0, 1803509.0, 1632498.0, 1874211.0, 1782519.0, 1245663.0, 1403011.0, 1039858.0, 1154968.0, 2033524.0, 2433662.0, 1437407.0, 1599962.0, 1027606.0, 1097866.0, 2337115.0, 1463020.0, 882530.0, 1975132.0, 848247.0"
Importance Sampling (Submatrix Method),1,500,137240.55,1.1084272384643554,22957204783.2475,0.08513628947711241,"1768667.0, 1436942.0, 1698624.0, 1624392.0, 1801700.0, 1459843.0, 1373364.0, 1773523.0, 1452894.0, 1588138.0, 1383509.0, 1452736.0, 1586860.0, 1403183.0, 1374447.0, 1776817.0, 1590835.0, 1792983.0, 1606769.0, 1454435.0"
Importance Sampling (Submatrix Method),1,1000,134182.05,3.2151060461997987,26301348294.0475,0.08323896874088871,"1535810.0, 1418263.0, 1493339.0, 1651443.0, 1785410.0, 1971441.0, 1672669.0, 1587575.0, 1561267.0, 1420001.0, 1629109.0, 1815670.0, 1729643.0, 1834383.0, 1441494.0, 1553803.0, 1387869.0, 1887732.0, 1546414.0, 1651976.0"
Importance Sampling (Submatrix Method),1,2000,97111.4,6.731793129444123,14102496668.960001,0.06024243025787681,"1724935.0, 1452236.0, 1382280.0, 1732469.0, 1655774.0, 1564055.0, 1560557.0, 1618638.0, 1665919.0, 1692289.0, 1692095.0, 1670322.0, 1594200.0, 1681316.0, 1807457.0, 1584055.0, 1907031.0, 1542720.0, 1480095.0, 1702221.0"
Importance Sampling (Submatrix Method),1,3000,50952.2,9.838462400436402,3618171697.75,0.03160786843754071,"1639807.0, 1703540.0, 1662205.0, 1687339.0, 1532867.0, 1627048.0, 1548362.0, 1629732.0, 1640126.0, 1552907.0, 1629114.0, 1616320.0, 1568437.0, 1675535.0, 1646161.0, 1735609.0, 1501953.0, 1544191.0, 1583976.0, 1631261.0"
Importance Sampling (Submatrix Method),1,4000,43609.35,11.294162166118621,3043071100.2875,0.027052778828915453,"1619669.0, 1725189.0, 1629279.0, 1513467.0, 1590707.0, 1583733.0, 1590102.0, 1626768.0, 1656383.0, 1602099.0, 1656115.0, 1627655.0, 1555512.0, 1589964.0, 1746459.0, 1665249.0, 1641189.0, 1656550.0, 1629611.0, 1534305.0"
Importance Sampling (Submatrix Method),1.5,5,2442893.45,0.004289257526397705,10348602736744.328,1.5154331858983505,"0.0, 0.0, 554124.0, 0.0, 0.0, 0.0, 0.0, 0.0, 10052192.0, 9437693.0, 0.0, 0.0, 0.0, 0.0, 0.0, 7353968.0, 0.0, 0.0, 0.0, 0.0"
Importance Sampling (Submatrix Method),1.5,100,334627.8,0.014815068244934082,113815885281.04,0.2075841961278156,"1518920.0, 1300724.0, 2052370.0, 1705388.0, 1256210.0, 1497808.0, 1281412.0, 1213919.0, 966086.0, 1365107.0, 1480826.0, 2093602.0, 2058769.0, 999130.0, 1355528.0, 1626823.0, 1110000.0, 1385056.0, 896356.0, 1337414.0"
Importance Sampling (Submatrix Method),1.5,500,89595.05,1.119226861000061,10147154372.447498,0.055579711043976146,"1385600.0, 1523781.0, 1616659.0, 1488107.0, 1516159.0, 1635563.0, 1479806.0, 1716790.0, 1568606.0, 1636381.0, 1560941.0, 1493314.0, 1578836.0, 1644359.0, 1426745.0, 1550476.0, 1507893.0, 1802102.0, 1686183.0, 1686088.0"
Importance Sampling (Submatrix Method),1.5,1000,71524.2,3.4421581506729124,7849322798.159999,0.04436957587111742,"1777180.0, 1570089.0, 1447470.0, 1602236.0, 1612963.0, 1645518.0, 1505829.0, 1732605.0, 1549437.0, 1629841.0, 1584340.0, 1577036.0, 1433091.0, 1695891.0, 1573537.0, 1588857.0, 1461567.0, 1540781.0, 1598800.0, 1697496.0"
