Method,Standard Deviation,Sample Size,Avg Error,Avg Time,Variance,Avg Percent Error,Estimates
estimate_variance_reduction_method,1,100,158846.21160328723,0.008875620365142823,31379555434.447273,3.289013823159004,"-77530.97021433394, -213175.3776581242, 222194.75442350504, 111085.93854354793, 63045.74786431767, 108582.33149360218, -98296.59461139911, -108704.74807477358, -81294.25967483442, 241021.68147032533, -149947.16152909186, -399285.02787251776, -60402.304653545754, -33427.09007764308, -50908.468058033766, 95853.94714851002, -260490.80827341447, 328712.3438933587, -100909.40246283496, 178871.27406803108"
estimate_variance_reduction_method,1,500,64613.3331379442,0.007988178730010986,5938470963.316292,1.3378609644265402,"-98984.39139895025, 18861.936010778114, 64262.10943616886, -57893.13836569893, 37839.62525239813, -104579.48591955724, 117750.06523826842, 100732.54576922453, 8329.932491910395, 200235.72900804246, 5487.796833832491, 136889.69843222262, 103226.03601180464, -33427.9100497221, -45984.84983315642, 75078.60823289442, 83687.08458115009, 31355.493599703797, 19837.65881155949, 1936.5465177948015"
estimate_variance_reduction_method,1,1000,63772.34282732371,0.00800495147705078,5179668602.64334,1.3204477146621607,"-35151.51465707072, 79168.00111941107, -5435.6207385569, 14139.827046386281, 124930.21419651555, 67725.28443607847, -88326.79091446447, -13848.493483147604, 108079.05035636127, -125854.71190907336, 109831.10379218089, -56615.04498791072, -60153.04795682988, 45213.71997330619, 53705.999285605, 51597.63993115504, -13336.890489222153, 85218.51931597195, 101303.47148373089, -57927.00451288056"
estimate_variance_reduction_method,1,2000,37706.34377948069,0.008692443370819092,2386931478.801197,0.780734300552441,"109851.61335372197, 48462.412299058466, 64014.92800534958, -22531.137143743923, 68706.46326987843, 27739.01572022327, 19919.719382181822, -47062.41008023402, 59023.41523146993, 28570.630398547466, 66977.05902787788, -84582.1118377798, -6383.638384907385, 48808.231055112476, 74173.00335120199, 37564.6451081578, 33572.15756785875, 98283.17304210068, 62534.86414578949, -40098.58353835694"
estimate_variance_reduction_method,1,3000,38592.333287893096,0.008616220951080323,1652865552.6148229,0.7990792878891232,"39463.818124466896, -14269.963527246748, 8716.713614126691, 40848.684127740016, -16944.266432238892, -15196.63834153725, 61046.37959029791, 89082.14025279439, 67602.08358251453, 48165.32192319833, 18155.944501447644, -41341.05809897976, -10949.676961303228, 94176.78740221371, -10114.013265000554, 565.5362596562142, -4281.070736183251, 59418.86879808473, 68851.77817373253, 84711.95914637022"
estimate_variance_reduction_method,1,4000,33218.00319304284,0.011671960353851318,1191150846.888658,0.6878002980172858,"14743.415503091222, 28680.947139640255, 65679.15410837387, -7122.705427396814, 18650.623720665815, 56394.33332542089, -40282.61373559316, -7626.840713827012, 37498.229612562216, -18190.00461750724, 34227.04362036804, 17601.435621532073, 89871.1474172154, 20676.064782651083, 51602.755284572246, -15746.410989404083, -32193.701295018942, 48086.232714013466, 64499.95613754063, 48946.43352351064"
estimate_variance_reduction_method,100,5,642840.6688430957,0.008390223979949952,584004333728.7651,13.310432931155699,"707525.0019831982, 787079.1672080746, -388795.15979528124, -372634.448006515, 582748.8557136684, 345590.7690046543, 1406260.354802098, -336195.29542795505, 119258.7673881991, -410462.0916394251, 10322.449503430282, 32644.729825184942, 778725.2847313643, -776693.4582859423, -427168.08638119133, -833083.6241863776, -1090614.7591316327, -766775.6044330756, 1709628.0761210201, -867357.7519508553"
estimate_variance_reduction_method,100,100,161477.65508410524,0.008023405075073242,29448804593.923943,3.3434995669228345,"-55001.1519416569, 43642.96797356385, -477220.4900492111, -141386.05806401488, 2910.8369651753455, 151140.39988454353, 291054.7244781843, -167199.30909715252, 32747.684725219766, 45908.406674721795, 155765.58260316995, -61311.73666884561, 123300.1802075933, -255012.98711254608, -225333.67957236746, -57686.79411254405, -200503.13712875362, -115094.5721097599, -220679.52089222567, -77520.67409821684"
estimate_variance_reduction_method,100,500,81993.18253660818,0.007335400581359864,8739720057.185001,1.6977220170740472,"-76312.85744960456, 157054.3500245451, 100145.68323010311, 140251.59778412324, -108875.03505250392, -40379.76411797627, 55330.99276374589, 143769.9308275845, 44380.65803407404, -81314.87331686994, -50335.96106584627, 14769.508770886729, 92793.58289697957, 154736.9439567614, 89490.7639838534, -61667.172014278425, 172660.08752708705, 59443.99975606403, -3822.1749092412115, -110628.0468599565"
estimate_variance_reduction_method,100,1000,52222.99610683692,0.008536970615386963,3258976171.6989293,1.0813110010526112,"25613.239768025524, 54614.37694189752, -35554.871014705546, 120144.72798727166, 15450.426593467804, -46262.22497259817, 42935.930933805656, 6621.37167006332, 41839.093711122645, 24155.9744810402, 57127.75959939957, -49244.43451274078, 63848.273251691986, -41667.088981437766, 112732.95690553349, 108655.38345674776, 10865.056524631584, -31507.058648811606, -8752.8612538924, -95460.9982921669"
estimate_variance_reduction_method,100,2000,52033.762240779855,0.007667481899261475,2515034901.4999685,1.0773927911375651,"76824.04475956403, 94324.09734462255, 25868.917976731464, -27382.949413188955, 21019.78502259974, -71400.75610559269, -47225.56184864486, 87443.17603531109, -44544.671192383095, 102089.30919643835, 17466.7267408593, -27841.514083553397, 9872.08800212923, 17670.26814679283, -24843.21417755398, 98753.71678580414, 19976.201864092163, 21212.864002841892, 4824.763915623717, 7046.1504553897785"
